"model" "year" "price" "transmission" "mileage" "fuelType" "tax" "mpg" "engineSize"
"9384" " Fiesta" 2019 12995 "Manual" 3238 "Petrol" 145 58.9 1
"9385" " Mondeo" 2019 19500 "Manual" 22 "Diesel" 145 65.7 2
"9386" " Mondeo" 2019 19500 "Manual" 21 "Diesel" 145 65.7 2
"9387" " Fiesta" 2018 12900 "Semi-Auto" 33399 "Petrol" 145 54.3 1
"9388" " Kuga" 2018 19900 "Manual" 4205 "Petrol" 145 39.2 1.5
"9389" " EcoSport" 2018 14500 "Manual" 10012 "Petrol" 145 54.3 1
"9390" " Focus" 2018 20500 "Manual" 7305 "Petrol" 145 41.5 2
"9392" " Kuga" 2019 20700 "Manual" 11337 "Petrol" 145 35.3 1.5
"9394" " Focus" 2019 19500 "Automatic" 1555 "Diesel" 145 64.2 2
"9395" " Fiesta" 2018 10995 "Manual" 13659 "Petrol" 150 65.7 1
"9396" " Focus" 2018 10895 "Manual" 16322 "Petrol" 150 60.1 1
"9397" " EcoSport" 2018 14485 "Manual" 16326 "Petrol" 150 54.3 1
"9398" " Fiesta" 2018 10795 "Manual" 27107 "Petrol" 145 65.7 1
"9399" " Focus" 2019 17995 "Manual" 14569 "Petrol" 145 60.1 1
"9402" " Focus" 2018 11495 "Manual" 17468 "Petrol" 145 60.1 1
"9403" " Focus" 2018 13265 "Manual" 19550 "Petrol" 145 57.7 1
"9404" " Ka+" 2018 8695 "Manual" 7379 "Petrol" 145 47.9 1.2
"9406" " Kuga" 2019 19595 "Manual" 14294 "Petrol" 145 39.2 1.5
"9412" " Fiesta" 2018 11500 "Manual" 12930 "Petrol" 145 56.5 1
"9413" " Fiesta" 2018 11420 "Manual" 20673 "Diesel" 145 58.9 1.5
"9414" " Fiesta" 2018 9627 "Manual" 25940 "Petrol" 145 56.5 1
"9418" " Fiesta" 2018 11995 "Manual" 11981 "Petrol" 150 65.7 1
"9419" " Edge" 2018 22795 "Semi-Auto" 12815 "Diesel" 150 48.7 2
"9420" " Focus" 2018 12295 "Manual" 17139 "Petrol" 150 57.7 1
"9422" " Fiesta" 2018 11795 "Manual" 8015 "Petrol" 150 56.5 1
"9424" " Focus" 2018 13995 "Manual" 13520 "Petrol" 150 57.7 1
"9428" " EcoSport" 2018 17000 "Semi-Auto" 8122 "Petrol" 145 44.1 1
"9430" " EcoSport" 2018 14500 "Manual" 9000 "Petrol" 145 54.3 1
"9431" " Kuga" 2018 16900 "Manual" 32155 "Diesel" 145 60.1 2
"9435" " Focus" 2019 16107 "Automatic" 2750 "Petrol" 145 51.4 1
"9437" " Focus" 2019 15140 "Manual" 14581 "Diesel" 150 80.7 1.5
"9444" " Focus" 2019 14995 "Manual" 6623 "Petrol" 145 60.1 1
"9445" " Kuga" 2019 21000 "Manual" 6008 "Petrol" 145 35.3 1.5
"9446" " EcoSport" 2019 17900 "Semi-Auto" 2565 "Petrol" 145 45.6 1
"9450" " Fiesta" 2019 15995 "Manual" 10219 "Petrol" 145 55.4 1
"9451" " Focus" 2019 16495 "Manual" 7045 "Petrol" 145 60.1 1
"9452" " EcoSport" 2018 15500 "Manual" 4287 "Petrol" 145 53.3 1
"9455" " Focus" 2019 17990 "Manual" 10318 "Petrol" 145 60.1 1
"9459" " Fiesta" 2018 13589 "Manual" 4446 "Petrol" 145 62.8 1
"9460" " Kuga" 2019 21500 "Manual" 5071 "Diesel" 145 39.2 2
"9463" " Mustang" 2019 38000 "Semi-Auto" 1780 "Petrol" 145 22.1 5
"9464" " Kuga" 2018 16000 "Manual" 8483 "Diesel" 145 60.1 2
"9465" " Focus" 2019 17200 "Manual" 3608 "Petrol" 150 60.1 1
"9466" " Kuga" 2019 23551 "Manual" 3500 "Diesel" 150 37.7 2
"9469" " Puma" 2020 24500 "Manual" 384 "Petrol" 145 49.6 1
"9474" " Focus" 2019 15750 "Manual" 5155 "Diesel" 145 80.7 1.5
"9475" " Kuga" 2019 18500 "Manual" 1956 "Diesel" 145 38.2 2
"9476" " Fiesta" 2019 12500 "Manual" 6288 "Diesel" 145 58.9 1.5
"9477" " Focus" 2018 18800 "Manual" 5087 "Petrol" 150 41.5 2
"9478" " Fiesta" 2019 10766 "Manual" 1458 "Petrol" 150 55.4 1.1
"9479" " Fiesta" 2019 12550 "Manual" 3327 "Petrol" 150 56.5 1
"9480" " Fiesta" 2019 15000 "Manual" 6090 "Petrol" 150 60.1 1
"9481" " Puma" 2019 21200 "Manual" 10 "Petrol" 150 50.4 1
"9483" " EcoSport" 2019 17900 "Semi-Auto" 2565 "Petrol" 145 45.6 1
"9484" " Fiesta" 2018 12500 "Manual" 9131 "Petrol" 145 58.9 1
"9485" " Focus" 2018 13500 "Manual" 12929 "Petrol" 145 51.4 1.5
"9488" " Fiesta" 2018 12900 "Manual" 14806 "Petrol" 145 62.8 1
"9489" " Focus" 2019 19900 "Automatic" 942 "Petrol" 145 51.4 1
"9490" " Fiesta" 2018 11250 "Manual" 8500 "Petrol" 145 65.7 1
"9491" " Fiesta" 2018 12450 "Manual" 17600 "Petrol" 145 61.4 1
"9492" " Ka+" 2018 7995 "Manual" 3569 "Petrol" 145 57.7 1.2
"9496" " Focus" 2019 16230 "Manual" 4924 "Petrol" 145 60.1 1
"9498" " Fiesta" 2019 14300 "Manual" 6240 "Petrol" 145 55.4 1
"9500" " Kuga" 2019 18600 "Manual" 4343 "Petrol" 145 34.4 1.5
"9502" " Kuga" 2018 15991 "Manual" 10924 "Petrol" 145 39.2 1.5
"9508" " Focus" 2019 18990 "Manual" 16496 "Petrol" 145 51.4 1.5
"9509" " EcoSport" 2018 12900 "Manual" 7050 "Petrol" 145 53.3 1
"9512" " Fiesta" 2018 9900 "Manual" 29626 "Petrol" 145 65.7 1
"9513" " Focus" 2018 13900 "Manual" 12892 "Diesel" 145 74.3 1.5
"9515" " Focus" 2018 20900 "Manual" 12307 "Petrol" 145 41.5 2
"9516" " EcoSport" 2019 17448 "Manual" 3260 "Petrol" 145 51.4 1
"9519" " Focus" 2019 15500 "Manual" 8580 "Petrol" 145 58.9 1
"9520" " Kuga" 2019 18992 "Manual" 1300 "Diesel" 145 38.2 2
"9521" " Fiesta" 2018 9775 "Manual" 14392 "Petrol" 145 64.2 1.1
"9524" " Fiesta" 2018 10900 "Manual" 18180 "Petrol" 145 65.7 1
"9525" " Fiesta" 2018 13700 "Manual" 16079 "Petrol" 145 61.4 1
"9526" " Fiesta" 2018 10800 "Manual" 21287 "Petrol" 145 65.7 1
"9527" " Fiesta" 2018 13500 "Manual" 5159 "Petrol" 145 62.8 1
"9529" " Focus" 2018 13500 "Manual" 11000 "Petrol" 145 57.7 1
"9530" " Fiesta" 2018 13000 "Semi-Auto" 6000 "Petrol" 145 54.3 1
"9531" " Kuga" 2019 23700 "Manual" 5345 "Diesel" 145 37.7 2
"9532" " Fiesta" 2019 20500 "Manual" 3000 "Petrol" 145 40.3 1.5
"9533" " Focus" 2019 17900 "Manual" 6690 "Petrol" 145 51.4 1.5
"9534" " Focus" 2019 17300 "Manual" 3332 "Petrol" 145 60.1 1
"9535" " Focus" 2019 18800 "Manual" 5828 "Petrol" 145 60.1 1
"9536" " Kuga" 2018 18000 "Semi-Auto" 7276 "Diesel" 145 58.9 1.5
"9537" " C-MAX" 2018 14700 "Manual" 4811 "Petrol" 145 48.7 1
"9539" " Fiesta" 2019 15200 "Manual" 6603 "Petrol" 150 58.9 1
"9540" " Focus" 2018 12900 "Manual" 16165 "Petrol" 145 57.7 1
"9543" " Focus" 2019 19000 "Manual" 3849 "Petrol" 145 51.4 1.5
"9545" " Kuga" 2018 17000 "Manual" 12100 "Diesel" 145 54.3 1.5
"9546" " Kuga" 2019 23500 "Automatic" 2444 "Petrol" 145 29.1 1.5
"9547" " Grand C-MAX" 2018 12800 "Manual" 10092 "Petrol" 145 47.9 1
"9549" " Fiesta" 2018 11500 "Manual" 7139 "Petrol" 145 65.7 1
"9550" " Fiesta" 2018 10000 "Manual" 7071 "Petrol" 145 60.1 1
"9551" " Fiesta" 2018 12000 "Manual" 8786 "Diesel" 145 88.3 1.5
"9552" " Fiesta" 2018 12000 "Manual" 9662 "Diesel" 145 88.3 1.5
"9553" " Fiesta" 2018 12000 "Manual" 14235 "Diesel" 145 88.3 1.5
"9555" " Grand Tourneo Connect" 2018 14900 "Manual" 18232 "Diesel" 145 64.2 1.5
"9556" " Focus" 2019 18400 "Manual" 3674 "Diesel" 145 57.7 1.5
"9558" " Focus" 2018 16000 "Manual" 10754 "Diesel" 145 80.7 1.5
"9559" " Fiesta" 2019 17515 "Semi-Auto" 3711 "Petrol" 145 48.7 1
"9564" " Grand C-MAX" 2018 14000 "Manual" 5113 "Petrol" 145 47.9 1
"9569" " Fiesta" 2018 12000 "Manual" 9653 "Petrol" 145 65.7 1
"9571" " EcoSport" 2019 15999 "Manual" 6770 "Diesel" 145 68.9 1.5
"9572" " Focus" 2018 15000 "Manual" 10755 "Diesel" 145 80.7 1.5
"9573" " Focus" 2018 15000 "Manual" 12234 "Diesel" 145 74.3 1.5
"9574" " Fiesta" 2018 11900 "Manual" 8725 "Diesel" 145 88.3 1.5
"9575" " Focus" 2019 18200 "Manual" 4101 "Petrol" 145 58.9 1
"9576" " Kuga" 2019 20900 "Manual" 3000 "Petrol" 150 35.3 1.5
"9578" " Focus" 2018 17000 "Manual" 27234 "Diesel" 145 67.3 2
"9579" " Focus" 2020 29000 "Manual" 350 "Petrol" 150 34.5 2.3
"9580" " Puma" 2020 19900 "Manual" 60 "Petrol" 150 51.4 1
"9584" " Focus" 2018 12400 "Manual" 21264 "Petrol" 150 57.7 1
"9585" " Focus" 2018 14795 "Manual" 6894 "Petrol" 145 58.9 1
"9586" " Ka+" 2018 8495 "Manual" 13561 "Petrol" 145 47.9 1.2
"9587" " Ka+" 2019 10500 "Manual" 2801 "Petrol" 150 43.5 1.2
"9588" " EcoSport" 2019 18100 "Semi-Auto" 10 "Petrol" 150 45.6 1
"9589" " EcoSport" 2019 16700 "Manual" 238 "Petrol" 150 53.3 1
"9591" " Ka+" 2018 9000 "Manual" 17554 "Petrol" 145 57.7 1.2
"9594" " Fiesta" 2018 11200 "Manual" 10531 "Petrol" 145 65.7 1
"9596" " Fiesta" 2018 12500 "Manual" 13961 "Petrol" 145 65.7 1
"9597" " EcoSport" 2018 14000 "Manual" 19676 "Petrol" 145 54.3 1
"9599" " Kuga" 2018 16500 "Manual" 15910 "Diesel" 145 60.1 2
"9600" " EcoSport" 2018 14195 "Manual" 13616 "Petrol" 145 54.3 1
"9601" " Focus" 2019 19995 "Manual" 9172 "Petrol" 145 60.1 1
"9602" " Focus" 2018 10295 "Manual" 22711 "Petrol" 145 61.4 1
"9603" " Focus" 2020 22995 "Manual" 5817 "Petrol" 145 60.1 1
"9604" " Fiesta" 2020 18995 "Manual" 1012 "Petrol" 145 58.9 1
"9605" " Fiesta" 2019 21995 "Manual" 6014 "Petrol" 145 40.3 1.5
"9606" " Focus" 2018 11995 "Manual" 10048 "Petrol" 145 60.1 1
"9607" " Focus" 2020 18900 "Manual" 10 "Petrol" 150 60.1 1
"9608" " Puma" 2019 21500 "Manual" 68 "Petrol" 150 50.4 1
"9611" " Fiesta" 2019 16500 "Manual" 918 "Petrol" 145 58.9 1
"9618" " Focus" 2018 19900 "Manual" 16744 "Diesel" 145 67.3 2
"9620" " Focus" 2018 13000 "Manual" 12581 "Petrol" 145 51.4 1.5
"9622" " Mondeo" 2019 19500 "Manual" 26 "Diesel" 145 65.7 2
"9623" " Mondeo" 2019 19500 "Manual" 27 "Diesel" 145 65.7 2
"9626" " Focus" 2018 10500 "Manual" 30753 "Petrol" 150 60.1 1
"9627" " Fiesta" 2018 11500 "Manual" 27185 "Petrol" 150 65.7 1
"9629" " Fiesta" 2019 15000 "Manual" 12500 "Petrol" 145 58.9 1
"9637" " Kuga" 2018 16000 "Manual" 13898 "Diesel" 145 60.1 2
"9639" " Mondeo" 2020 21000 "Manual" 17 "Diesel" 145 65.7 2
"9640" " Mondeo" 2020 21500 "Manual" 23 "Diesel" 145 62.8 2
"9641" " Mondeo" 2020 21000 "Manual" 7 "Diesel" 145 65.7 2
"9642" " EcoSport" 2018 14000 "Manual" 4989 "Petrol" 150 54.3 1
"9643" " Ka+" 2018 9500 "Manual" 1295 "Petrol" 150 48.7 1.2
"9647" " Fiesta" 2018 11200 "Manual" 9438 "Petrol" 145 65.7 1
"9648" " Fiesta" 2018 10700 "Manual" 26522 "Petrol" 145 65.7 1
"9649" " Fiesta" 2018 9700 "Manual" 16716 "Petrol" 145 64.2 1.1
"9653" " Focus" 2018 13990 "Manual" 9770 "Petrol" 145 58.9 1
"9655" " Fiesta" 2018 11200 "Manual" 17140 "Petrol" 145 56.5 1
"9656" " Fiesta" 2018 10990 "Manual" 12670 "Petrol" 145 56.5 1
"9660" " Fiesta" 2018 13000 "Manual" 9250 "Petrol" 150 62.8 1
"9662" " EcoSport" 2018 15000 "Manual" 10541 "Petrol" 150 54.3 1
"9663" " Fiesta" 2018 15000 "Manual" 22104 "Petrol" 150 65.7 1
"9665" " Focus" 2018 16557 "Automatic" 25000 "Diesel" 145 74.3 1.5
"9668" " Fiesta" 2018 10860 "Manual" 10510 "Petrol" 150 65.7 1
"9670" " Focus" 2019 20000 "Automatic" 6290 "Petrol" 145 39.8 1.5
"9671" " Kuga" 2019 25000 "Semi-Auto" 4181 "Diesel" 145 42.2 2
"9674" " EcoSport" 2018 15000 "Manual" 4777 "Petrol" 145 54.3 1
"9676" " EcoSport" 2019 13500 "Manual" 11349 "Petrol" 145 53.3 1
"9677" " EcoSport" 2018 14200 "Manual" 21915 "Petrol" 145 54.3 1
"9682" " Tourneo Custom" 2019 26922 "Manual" 1410 "Diesel" 145 30.1 2
"9687" " Ka+" 2018 9990 "Manual" 6700 "Petrol" 145 43.5 1.2
"9693" " Fiesta" 2018 10150 "Manual" 15223 "Petrol" 145 65.7 1
"9695" " Fiesta" 2019 17000 "Manual" 796 "Petrol" 145 58.9 1
"9696" " Mustang" 2019 41000 "Semi-Auto" 678 "Petrol" 145 22.1 5
"9697" " EcoSport" 2018 14990 "Manual" 2605 "Petrol" 145 53.3 1
"9704" " Mondeo" 2019 19500 "Manual" 7 "Diesel" 145 65.7 2
"9705" " Fiesta" 2019 14700 "Manual" 2162 "Petrol" 150 56.5 1
"9707" " EcoSport" 2019 14800 "Manual" 3631 "Petrol" 150 54.3 1
"9713" " Kuga" 2019 20500 "Manual" 1005 "Diesel" 150 38.2 2
"9717" " Fiesta" 2018 11500 "Manual" 7225 "Petrol" 145 58.9 1
"9719" " Fiesta" 2019 13500 "Manual" 14839 "Petrol" 145 58.9 1
"9721" " Fiesta" 2018 11000 "Manual" 12000 "Petrol" 145 65.7 1
"9723" " EcoSport" 2018 14000 "Manual" 26372 "Petrol" 145 54.3 1
"9724" " EcoSport" 2019 16000 "Manual" 816 "Diesel" 145 67.3 1.5
"9725" " EcoSport" 2019 15750 "Manual" 14238 "Petrol" 145 53.3 1
"9727" " Focus" 2019 20500 "Automatic" 953 "Diesel" 145 64.2 2
"9728" " Kuga" 2019 19750 "Manual" 13695 "Diesel" 145 47.9 2
"9732" " Fiesta" 2019 13250 "Manual" 14165 "Petrol" 145 65.7 1
"9735" " EcoSport" 2018 15000 "Manual" 18534 "Petrol" 145 54.3 1
"9736" " EcoSport" 2018 15200 "Manual" 9247 "Petrol" 145 54.3 1
"9738" " Fiesta" 2018 11850 "Manual" 9948 "Petrol" 145 65.7 1
"9739" " Ka+" 2019 11150 "Manual" 5870 "Petrol" 145 43.5 1.2
"9742" " Fiesta" 2018 11000 "Manual" 10577 "Petrol" 145 58.9 1
"9743" " EcoSport" 2018 14600 "Manual" 14730 "Petrol" 145 54.3 1
"9750" " Fiesta" 2020 17000 "Manual" 627 "Petrol" 145 54.3 1
"9753" " Mondeo" 2020 20000 "Manual" 10 "Diesel" 145 65.7 2
"9757" " Focus" 2018 12350 "Semi-Auto" 5315 "Petrol" 145 51.4 1
"9760" " Ka+" 2019 9490 "Manual" 2000 "Petrol" 150 48.7 1.2
"9762" " C-MAX" 2018 12890 "Manual" 12100 "Diesel" 145 58.9 1.5
"9764" " Fiesta" 2018 9750 "Manual" 17766 "Petrol" 145 65.7 1
"9765" " Fiesta" 2018 9500 "Manual" 10932 "Petrol" 145 64.2 1.1
"9766" " Fiesta" 2018 9600 "Manual" 22167 "Petrol" 145 65.7 1
"9767" " Fiesta" 2018 11500 "Manual" 11000 "Petrol" 145 65.7 1
"9770" " Fiesta" 2018 10000 "Manual" 9489 "Petrol" 145 65.7 1
"9771" " EcoSport" 2019 17600 "Automatic" 2014 "Petrol" 145 45.6 1
"9773" " EcoSport" 2018 12129 "Manual" 25552 "Petrol" 145 54.3 1
"9774" " Kuga" 2018 18400 "Manual" 11500 "Diesel" 145 54.3 1.5
"9775" " Fiesta" 2019 13900 "Manual" 11805 "Petrol" 145 55.4 1
"9776" " Focus" 2019 25000 "Manual" 1841 "Petrol" 145 34.5 2.3
"9777" " S-MAX" 2019 23400 "Manual" 14082 "Diesel" 145 54.3 2
"9778" " EcoSport" 2019 16500 "Automatic" 65 "Petrol" 145 45.6 1
"9782" " Fiesta" 2018 11000 "Manual" 16888 "Petrol" 145 65.7 1
"9784" " EcoSport" 2019 14890 "Manual" 6700 "Diesel" 145 64.2 1.5
"9785" " Focus" 2019 17490 "Manual" 12300 "Petrol" 145 60.1 1
"9786" " Kuga" 2019 20490 "Automatic" 7500 "Petrol" 145 31 1.5
"9787" " EcoSport" 2019 14490 "Manual" 6000 "Petrol" 145 53.3 1
"9788" " EcoSport" 2020 17390 "Manual" 650 "Petrol" 145 53.3 1
"9790" " Focus" 2019 19490 "Manual" 500 "Petrol" 145 47.9 1
"9795" " Focus" 2018 15789 "Manual" 8459 "Petrol" 145 51.4 1.5
"9796" " Focus" 2018 15789 "Manual" 8459 "Petrol" 145 51.4 1.5
"9805" " Fiesta" 2018 10700 "Manual" 8015 "Petrol" 145 55.4 1.1
"9807" " Fiesta" 2019 13450 "Manual" 9223 "Petrol" 145 58.9 1
"9809" " Focus" 2019 17000 "Manual" 6337 "Petrol" 145 58.9 1
"9811" " EcoSport" 2019 18990 "Semi-Auto" 1592 "Petrol" 145 48.7 1
"9813" " EcoSport" 2018 13995 "Manual" 12830 "Petrol" 145 54.3 1
"9814" " Fiesta" 2019 17995 "Manual" 2744 "Petrol" 145 60.1 1
"9815" " Focus" 2018 11995 "Manual" 16246 "Petrol" 145 61.4 1
"9819" " Focus" 2019 27995 "Manual" 9125 "Petrol" 150 34.5 2.3
"9821" " Fiesta" 2018 12495 "Manual" 22980 "Petrol" 150 58.9 1
"9822" " Fiesta" 2018 10995 "Manual" 3105 "Petrol" 145 65.7 1
"9823" " Kuga" 2018 17995 "Manual" 12660 "Diesel" 145 54.3 1.5
"9825" " Kuga" 2018 19795 "Manual" 16112 "Diesel" 150 39.2 2
"9826" " Fiesta" 2018 9995 "Manual" 10181 "Petrol" 150 64.2 1.1
"9827" " Fiesta" 2018 11995 "Manual" 17519 "Petrol" 150 65.7 1
"9829" " Fiesta" 2018 11295 "Manual" 29923 "Petrol" 150 62.8 1
"9833" " EcoSport" 2019 17500 "Manual" 5294 "Petrol" 145 51.4 1
"9835" " EcoSport" 2019 16500 "Manual" 4811 "Petrol" 145 51.4 1
"9839" " Mondeo" 2019 19500 "Manual" 32 "Diesel" 145 65.7 2
"9843" " Focus" 2018 16495 "Manual" 24344 "Petrol" 145 60.1 1
"9844" " Focus" 2018 18795 "Manual" 12589 "Petrol" 145 41.5 2
"9845" " Mondeo" 2020 20000 "Manual" 10 "Diesel" 145 65.7 2
"9847" " Kuga" 2019 20000 "Manual" 1801 "Diesel" 145 38.2 2
"9848" " C-MAX" 2018 12000 "Manual" 11101 "Petrol" 145 44.1 1.6
"9849" " Fiesta" 2018 10500 "Manual" 27822 "Petrol" 145 65.7 1
"9852" " Mondeo" 2019 20000 "Manual" 29 "Diesel" 145 65.7 2
"9853" " Mondeo" 2019 20000 "Manual" 31 "Diesel" 145 65.7 2
"9854" " Mondeo" 2019 20000 "Manual" 10 "Diesel" 145 65.7 2
"9857" " Fiesta" 2019 13000 "Manual" 8307 "Petrol" 145 58.9 1
"9858" " Fiesta" 2019 15000 "Manual" 7315 "Petrol" 150 55.4 1
"9859" " Fiesta" 2018 10995 "Manual" 17135 "Petrol" 145 65.7 1
"9862" " Fiesta" 2018 10295 "Manual" 13800 "Petrol" 150 65.7 1
"9863" " Fiesta" 2018 9495 "Manual" 15835 "Petrol" 150 64.2 1.1
"9865" " Focus" 2019 17995 "Manual" 5668 "Petrol" 145 58.9 1
"9866" " Focus" 2018 12995 "Manual" 14233 "Petrol" 145 57.7 1
"9867" " Puma" 2020 21495 "Manual" 1543 "Petrol" 145 50.4 1
"9868" " Fiesta" 2020 19995 "Manual" 1732 "Petrol" 145 55.4 1
"9869" " Focus" 2020 19995 "Manual" 130 "Petrol" 145 58.9 1
"9871" " Focus" 2018 12020 "Manual" 10020 "Petrol" 145 60.1 1
"9874" " Fiesta" 2018 12395 "Manual" 6128 "Petrol" 145 65.7 1
"9880" " Focus" 2018 15475 "Automatic" 15751 "Diesel" 145 67.3 1.5
"9891" " Fiesta" 2018 10475 "Manual" 14100 "Petrol" 150 65.7 1
"9892" " Puma" 2020 22975 "Manual" 3000 "Petrol" 145 50.4 1
"9893" " Fiesta" 2019 11975 "Manual" 6752 "Petrol" 145 55.4 1.1
"9897" " Focus" 2019 18975 "Manual" 6200 "Petrol" 145 49.6 1
"9901" " Ka+" 2018 7695 "Manual" 30495 "Petrol" 145 57.7 1.2
"9903" " Focus" 2018 12695 "Manual" 10908 "Petrol" 145 60.1 1
"9908" " Fiesta" 2018 10100 "Manual" 28750 "Petrol" 145 65.7 1
"9909" " Fiesta" 2018 9860 "Manual" 31789 "Petrol" 150 65.7 1
"9910" " Fiesta" 2018 11580 "Manual" 26950 "Petrol" 145 56.5 1
"9911" " Fiesta" 2018 9440 "Manual" 24456 "Petrol" 145 65.7 1
"9914" " Focus" 2018 13195 "Manual" 15010 "Diesel" 145 74.3 1.5
"9916" " Fiesta" 2018 12995 "Manual" 26900 "Diesel" 145 88.3 1.5
"9918" " Fiesta" 2018 16495 "Manual" 7675 "Petrol" 145 55.4 1
"9919" " Fiesta" 2018 13695 "Manual" 11172 "Petrol" 145 58.9 1
"9920" " Focus" 2019 18995 "Manual" 11994 "Petrol" 145 60.1 1
"9921" " Kuga" 2019 19995 "Manual" 17522 "Diesel" 145 47.9 2
"9922" " Fiesta" 2018 11995 "Manual" 25257 "Petrol" 145 65.7 1
"9926" " Mondeo" 2019 12625 "Manual" 9754 "Diesel" 150 65.7 2
"9927" " Focus" 2018 12995 "Manual" 33019 "Diesel" 145 74.3 1.5
"9929" " Fiesta" 2018 9495 "Manual" 15835 "Petrol" 150 64.2 1.1
"9930" " Fiesta" 2018 9995 "Manual" 4651 "Petrol" 145 64.2 1.1
"9931" " Fiesta" 2019 13995 "Manual" 24022 "Diesel" 145 58.9 1.5
"9932" " Fiesta" 2018 12995 "Manual" 13510 "Diesel" 145 60.1 1.5
"9933" " Fiesta" 2018 13195 "Manual" 10928 "Petrol" 145 58.9 1
"9935" " Focus" 2018 18495 "Manual" 12446 "Petrol" 145 41.5 2
"9937" " Mondeo" 2019 24195 "Semi-Auto" 3606 "Diesel" 145 47.1 2
"9938" " Focus" 2019 15595 "Manual" 5257 "Petrol" 145 58.9 1
"9939" " EcoSport" 2018 14695 "Manual" 10038 "Petrol" 145 52.3 1
"9940" " EcoSport" 2018 14995 "Semi-Auto" 14902 "Petrol" 145 45.6 1
"9941" " Focus" 2019 27975 "Manual" 5000 "Petrol" 145 34.5 2.3
"9946" " Focus" 2019 18975 "Manual" 6200 "Petrol" 145 49.6 1
"9948" " Fiesta" 2018 9627 "Manual" 25940 "Petrol" 150 56.5 1
"9951" " Fiesta" 2019 12475 "Manual" 6752 "Petrol" 145 55.4 1.1
"9952" " Ka+" 2019 10975 "Manual" 4500 "Petrol" 145 47.9 1.2
"9953" " Fiesta" 2018 13475 "Manual" 6405 "Petrol" 145 61.4 1
"9955" " Focus" 2018 15475 "Automatic" 15751 "Diesel" 145 67.3 1.5
"9956" " Puma" 2020 22975 "Manual" 3000 "Petrol" 145 50.4 1
"9957" " Fiesta" 2018 11450 "Manual" 19280 "Petrol" 145 56.5 1
"9961" " Focus" 2019 16295 "Manual" 6065 "Petrol" 145 60.1 1
"9964" " Kuga" 2018 16795 "Manual" 19211 "Diesel" 145 64.2 1.5
"9967" " Fiesta" 2019 15695 "Manual" 5903 "Petrol" 150 55.4 1
"9970" " Kuga" 2018 16995 "Manual" 22770 "Petrol" 150 45.6 1.5
"9971" " EcoSport" 2018 13225 "Manual" 9000 "Petrol" 145 54.3 1
"9973" " Fiesta" 2019 12000 "Manual" 12201 "Petrol" 145 56.5 1
"9974" " Fiesta" 2018 10900 "Manual" 25000 "Petrol" 145 65.7 1
"9977" " Fiesta" 2018 12375 "Manual" 10573 "Petrol" 150 65.7 1
"9980" " Fiesta" 2019 14500 "Manual" 4372 "Petrol" 150 56.5 1
"9981" " Kuga" 2018 17995 "Manual" 12660 "Diesel" 145 54.3 1.5
"9982" " Focus" 2018 13495 "Manual" 22279 "Petrol" 145 57.7 1
"9983" " EcoSport" 2019 15295 "Manual" 18233 "Petrol" 145 53.3 1
"9984" " Fiesta" 2018 12795 "Manual" 8575 "Petrol" 145 56.5 1
"9990" " Fiesta" 2018 16895 "Manual" 16895 "Petrol" 145 40.3 1.5
"9992" " Focus" 2020 23995 "Manual" 6102 "Petrol" 145 60.1 1
"9995" " Fiesta" 2018 12995 "Manual" 16053 "Petrol" 145 49.6 1
"9997" " Focus" 2019 15695 "Manual" 18800 "Petrol" 145 58.9 1
"9999" " Focus" 2018 11995 "Manual" 19036 "Petrol" 145 60.1 1
"10001" " Fiesta" 2018 9995 "Manual" 15202 "Petrol" 145 64.2 1.1
"10002" " Focus" 2018 14495 "Manual" 9321 "Petrol" 145 57.7 1
"10003" " Focus" 2018 11995 "Manual" 16246 "Petrol" 145 61.4 1
"10005" " Fiesta" 2018 11695 "Manual" 14087 "Petrol" 145 65.7 1
"10006" " Fiesta" 2018 12795 "Manual" 10419 "Petrol" 145 65.7 1
"10010" " Focus" 2019 17495 "Manual" 9080 "Petrol" 145 49.6 1
"10011" " Focus" 2019 16995 "Manual" 8720 "Diesel" 145 80.7 1.5
"10012" " Fiesta" 2019 16495 "Manual" 13491 "Petrol" 145 58.9 1
"10013" " Fiesta" 2019 12495 "Manual" 13576 "Petrol" 145 58.9 1
"10014" " Fiesta" 2019 15995 "Manual" 9867 "Petrol" 145 58.9 1
"10015" " Focus" 2019 16995 "Manual" 12700 "Petrol" 145 58.9 1
"10016" " EcoSport" 2019 17495 "Manual" 13342 "Petrol" 145 51.4 1
"10017" " Focus" 2018 10195 "Manual" 32176 "Petrol" 145 61.4 1
"10018" " Focus" 2018 13195 "Manual" 13518 "Petrol" 145 57.7 1
"10019" " Fiesta" 2018 11295 "Manual" 3105 "Petrol" 145 65.7 1
"10023" " Fiesta" 2018 10595 "Manual" 20590 "Petrol" 150 65.7 1
"10028" " Kuga" 2018 19795 "Manual" 16112 "Diesel" 150 39.2 2
"10030" " S-MAX" 2019 28995 "Manual" 5029 "Diesel" 145 54.3 2
"10031" " Fiesta" 2019 14995 "Manual" 7166 "Petrol" 145 56.5 1
"10032" " Focus" 2019 27995 "Manual" 9125 "Petrol" 145 34.5 2.3
"10033" " Ka+" 2019 9995 "Manual" 11891 "Petrol" 145 47.9 1.2
"10034" " Focus" 2019 14100 "Manual" 20287 "Diesel" 150 80.7 1.5
